Fighter,Date,Win,Weight Class,Gender,Win Difference,Loss Difference,Total Rounds Fought Diff,Height Difference,Reach Difference,Age Difference,Sig. Strike Difference,Sub. Attempt Diff,TD Diff,Weight Difference
Ednaldo Oliveira,1/14/2012,0,Heavyweight,MALE,-7,-5,-20,3,3,-5,-15.25,-0.666666667,-1.083333333,-37
Michihiro Omigawa,1/14/2012,0,Featherweight,MALE,0,4,12,-3,-3,5,8.4,1.6,-5.52,10
Mike Pyle,1/14/2012,1,Welterweight,MALE,4,1,11,2,-2,5,11.21428571,1.142857143,-0.28,0
Antonio Carvalho,1/14/2012,0,Featherweight,MALE,0,-1,-3,1,-5,9,-29,0,0,10
Alistair Overeem,12/30/2011,1,Heavyweight,MALE,-4,-2,-11,1,-1,-3,-26,-0.333333333,-1.833333333,0
Donald Cerrone,12/30/2011,0,Lightweight,MALE,-5,-5,-24,1,-3,2,9.57142857,-0.785714286,-0.8125,-15
Johny Hendricks,12/30/2011,1,Welterweight,MALE,-7,-1,-27,-3,-7,-5,-4.41904762,-0.019047619,-3.163809524,15
Alexander Gustafsson,12/30/2011,1,Light Heavyweight,MALE,-3,-2,-15,5,5,-16,-3.8,0.9,-1.668,0
Jimy Hettes,12/30/2011,1,Featherweight,MALE,0,-2,-7,3,1,-4,-102.6666667,1.666666667,0.216666667,10
Junior Assuncao,12/30/2011,0,Featherweight,MALE,-2,0,-9,1,3,3,-30.33333333,0.5,-0.449166667,-10
Danny Castillo,12/30/2011,1,Lightweight,MALE,1,0,1,-4,-4,1,-61,0,-0.933333333,0
Sean Pierson,12/30/2011,0,Welterweight,MALE,-4,-1,-15,-2,0,5,30.78571429,-0.071428571,-2.977857143,0
Efrain Escudero,12/30/2011,0,Lightweight,MALE,-1,0,-3,0,-1,-6,11.16666667,-1.433333333,-2.292666667,0
Diego Nunes,12/30/2011,1,Featherweight,MALE,-1,-3,-5,1,0,-1,34.66666667,-0.666666667,-0.5,10
Lyoto Machida,12/10/2011,0,Light Heavyweight,MALE,1,1,8,-3,-10,9,-0.73737374,0.06060606,-1.799494949,-20
Minotauro Nogueira,12/10/2011,0,Heavyweight,MALE,-9,-3,-14,0,-2,3,10.27777778,-0.055555556,-0.836666667,-24
Rogerio Nogueira,12/10/2011,1,Light Heavyweight,MALE,-13,-8,-51,-1,1,-1,-7.71,-0.07,-1.95,0
Brian Ebersole,12/10/2011,1,Welterweight,MALE,-1,0,-4,1,-2,0,3.83333333,-0.5,-2.416666667,0
Chan Sung Jung,12/10/2011,1,Featherweight,MALE,-2,-1,-9,-1,4,-5,-6.25,0.75,0.25,0
Igor Pokrajac,12/10/2011,1,Light Heavyweight,MALE,-4,1,-7,-1,-1,-2,-15.5,-0.55,-0.043,0
Costas Philippou,12/10/2011,1,Middleweight,MALE,-1,-1,-3,-4,-2,3,-22.75,0.5,-0.17,0
Dennis Hallman,12/10/2011,1,Lightweight,MALE,1,5,12,1,4,10,-52.75,1.375,0.29,0
Yves Jabouin,12/10/2011,1,Bantamweight,MALE,0,1,3,-4,-1,5,17.5,0,0.165,0
Nik Lentz,12/10/2011,0,Lightweight,MALE,0,-2,1,0,-7,-3,28.38095238,0.523809524,-2.192698413,0
Jake Hecht,12/10/2011,1,Welterweight,MALE,-3,-1,-11,2,4,-7,-30.25,0,-0.5,0
John Cholish,12/10/2011,1,Lightweight,MALE,0,0,0,1,-1,1,0,0,0,0
Jason Miller,12/3/2011,0,Middleweight,MALE,-11,-2,-28,0,-3,-2,-30,-0.357142857,-1.34,0
Dennis Bermudez,12/3/2011,0,Featherweight,MALE,0,0,0,-1,-2,0,0,0,0,10
John Dodson,12/3/2011,1,Bantamweight,MALE,0,0,0,-3,-1,2,0,0,0,10
Yves Edwards,12/3/2011,0,Lightweight,MALE,7,5,29,-2,-3,8,-0.92857143,0.714285714,-0.785714286,0
Johnny Bedford,12/3/2011,1,Bantamweight,MALE,0,0,0,7,8,1,0,0,0,10
Stephen Bass,12/3/2011,0,Featherweight,MALE,0,0,0,5,1.83464567,3,0,0,0,10
John Albert,12/3/2011,1,Bantamweight,MALE,0,0,0,-1,-6,1,0,0,0,0
Josh Ferguson,12/3/2011,0,Bantamweight,MALE,0,0,0,-4,-5,-4,0,0,0,-10
Josh Clopton,12/3/2011,0,Featherweight,MALE,0,0,0,-5,-2,6,0,0,0,0
Dustin Neace,12/3/2011,0,Featherweight,MALE,0,0,0,1,0.8976378,-2,0,0,0,10
Dan Henderson,11/19/2011,1,Light Heavyweight,MALE,1,-1,2,-2,-2,12,1.57142857,0.285714285,-0.377142857,-20
Cung Le,11/19/2011,0,Middleweight,MALE,-3,-6,-19,-2,-5,4,-20.11111111,-0.111111111,-0.222222222,-20
Brian Bowles,11/19/2011,0,Bantamweight,MALE,1,-1,-4,1,3,-1,-25.5,0.5,-0.5,0
Martin Kampmann,11/19/2011,1,Welterweight,MALE,2,2,1,3,1,2,-10.66666667,-0.041666667,-2.514166667,0
Kyle Kingsbury,11/19/2011,0,Light Heavyweight,MALE,-3,-5,-20,0,-2,-5,11.98461538,-0.923076923,-0.726,0
Jason Brilz,11/19/2011,0,Light Heavyweight,MALE,-2,1,-1,-3,-3,8,6.23809524,0.714285714,-1.914047619,0
Alex Soto,11/19/2011,0,Bantamweight,MALE,-2,0,-6,-1,1,7,-41.5,-1.5,-3,0
Chris Weidman,11/19/2011,1,Middleweight,MALE,-1,-2,-8,2,4,-1,-5.4,-0.7,-1.79,-20
Rafael Dos Anjos,11/19/2011,0,Lightweight,MALE,-5,-2,-15,-2,-1,-1,7.71428571,0.285714286,-3.735714285,15
Nick Pace,11/19/2011,0,Bantamweight,MALE,0,0,0,-2,-8,-6,-17,-0.5,0.635,0
Seth Baczynski,11/19/2011,1,Welterweight,MALE,-4,-3,-15,3,-1,0,4.16666667,0.444444444,-0.777777778,0
Shamar Bailey,11/19/2011,0,Lightweight,MALE,0,0,0,0,4,-3,-4.5,0,-2.725,0
Junior Dos Santos,11/12/2011,1,Heavyweight,MALE,0,0,2,3,0,-2,6.85714285,-0.285714286,-1.928571429,-2
Benson Henderson,11/12/2011,1,Lightweight,MALE,-7,-5,-30,2,0,-2,32.28571429,0.357142857,-2.410714286,15
Pablo Garza,11/12/2011,0,Featherweight,MALE,0,0,-4,4,1,6,-62.5,0.5,-2.5,-10
Ricardo Lamas,11/12/2011,1,Featherweight,MALE,1,0,1,0,1,1,16,0,0.33,0
Clay Harvison,11/12/2011,0,Welterweight,MALE,-2,-2,-5,0,-1,2,18.66666667,0.666666667,0,0
Darren Uyenoyama,11/12/2011,1,Bantamweight,MALE,0,-1,-3,2,-2,-2,-16,0,0,-10
Cole Escovedo,11/12/2011,0,Bantamweight,MALE,0,0,2,-3,-1,7,21.5,0,0,-10
Paul Bradley,11/12/2011,0,Welterweight,MALE,-4,-1,-14,1,2.04724409,-3,-21.5,-0.5,-3.083333333,0
Matt Lucas,11/12/2011,0,Light Heavyweight,MALE,0,-1,-3,-3,-5.16535433,10,-73,0,0,0
Mark Munoz,11/5/2011,1,Middleweight,MALE,-6,-4,-20,1,-2,2,4.38888889,-0.069444444,-0.582083333,0
Renan Barao,11/5/2011,1,Bantamweight,MALE,1,0,3,0,2,-9,46,0,0.85,0
Papy Abedi,11/5/2011,0,Welterweight,MALE,-10,-5,-36,2,4,5,-32.53333333,-0.266666667,-0.6,15
Anthony Perosh,11/5/2011,1,Light Heavyweight,MALE,-1,2,1,-3,-6,1,-40,0.25,-0.203333333,0
Edward Faaloloto,11/5/2011,0,Lightweight,MALE,-5,-2,-17,0,-3,2,-6.125,-1.125,-0.125,0
Justin Edwards,11/5/2011,0,Welterweight,MALE,1,1,6,1,1,0,41.5,1,0.25,0
Philip De Fries,11/5/2011,1,Heavyweight,MALE,-1,-1,-6,3,8,-3,-44.5,-3.5,0,-15
Jason Young,11/5/2011,0,Featherweight,MALE,0,-3,-9,3,5,-10,25.25,-1.25,-0.75,0
Che Mills,11/5/2011,1,Welterweight,MALE,-1,0,-3,1,4,1,-66,0,0,0
Vaughan Lee,11/5/2011,0,Bantamweight,MALE,-1,-1,-6,3,3,-1,-55.5,0,-0.5,0
Nick Diaz,10/29/2011,1,Welterweight,MALE,-6,-4,-35,4,6,-4,-5.2,0.6,-0.954,30
Matt Mitrione,10/29/2011,0,Heavyweight,MALE,-4,-5,-19,-1,-3,-3,2.9,0.585714286,-1.571428571,25
Roy Nelson,10/29/2011,1,Heavyweight,MALE,-2,-3,-12,-2,-1,-2,-1.05555556,-0.333333333,-0.097222222,33
Jeff Curran,10/29/2011,0,Bantamweight,MALE,-1,1,2,1,3,5,-6,1,-1,0
George Roop,10/29/2011,0,Featherweight,MALE,2,3,12,2,2,1,38.2,0,0.2,-10
Donald Cerrone,10/29/2011,1,Lightweight,MALE,-5,-4,-20,7,3,-4,18.41666667,0.083333333,-0.166666667,10
Bart Palaszewski,10/29/2011,1,Featherweight,MALE,-8,-5,-34,3,2,1,-46.61538462,-0.769230769,-1.538461538,0
Eliot Marshall,10/29/2011,0,Light Heavyweight,MALE,-4,-4,-16,-1,1,-3,-7.44615385,0.323076923,-0.261538462,-25
Danny Downes,10/29/2011,0,Lightweight,MALE,0,0,2,1,-3,2,20,1,0,0
Francis Carmont,10/29/2011,1,Middleweight,MALE,-2,-1,-7,1,2,6,-46.66666667,0,0,20
Clifford Starks,10/29/2011,1,Middleweight,MALE,0,0,0,-4,-1,7,0,0,0,0
Gray Maynard,10/8/2011,0,Lightweight,MALE,0,0,-4,3,2,3,-29.5,0.4,-2.909,10
Kenny Florian,10/8/2011,0,Featherweight,MALE,11,4,32,3,4,10,-68.125,-0.1875,-4.555,0
Brian Stann,10/8/2011,0,Middleweight,MALE,1,-2,-6,0,0,-3,-7.82142857,0.303571429,-3.25,0
Nam Phan,10/8/2011,1,Featherweight,MALE,-2,-1,-6,-4,1,-4,44.4,-0.1,-0.4,-10
Joe Lauzon,10/8/2011,1,Lightweight,MALE,-3,-1,-6,1,3,-1,-5.21428571,1.828571429,-0.396571429,0
Jorge Santiago,10/8/2011,0,Middleweight,MALE,-7,0,-18,0,2,-3,-7.43181818,-0.431818182,-1.409090909,0
Jeremy Stephens,10/8/2011,0,Lightweight,MALE,7,4,28,-2,-1,1,18.91666667,-0.333333333,0.404166667,-25
Stipe Miocic,10/8/2011,1,Heavyweight,MALE,-3,-2,-14,3,5,0,-62.8,0,-0.4,55
Darren Elkins,10/8/2011,1,Featherweight,MALE,1,1,4,2,1,-6,22,-1,0.583333333,-10
Eric Schafer,10/8/2011,0,Middleweight,MALE,-2,2,-5,3,2,-3,-20.57142857,0.857142857,-3.352857142,15
Mike Massenzio,10/8/2011,1,Middleweight,MALE,0,0,-2,0,-2,4,-30.5,1,-0.085,0
Demetrious Johnson,10/1/2011,0,Bantamweight,MALE,1,0,1,-5,-2,-1,-64.5,0,-3.17,-10
Stefan Struve,10/1/2011,1,Heavyweight,MALE,2,0,1,12,10,-9,-6.5,2,0.25,30
Charlie Brenneman,10/1/2011,0,Welterweight,MALE,-3,-2,-6,-4,-6,3,-1.69444444,-0.555555556,-0.931944444,-50
Mac Danzig,10/1/2011,0,Lightweight,MALE,-3,0,-8,-2,2,3,-3.5,-0.863636364,-1.58375,0
Rafaello Oliveira,10/1/2011,0,Lightweight,MALE,-7,-2,-18,-1,-2,-6,4.73076923,0.230769231,0.047307692,0
Paul Sass,10/1/2011,1,Lightweight,MALE,0,-1,-3,2,0,-2,-26.5,4,-0.5,10
Byron Bloodworth,10/1/2011,0,Bantamweight,MALE,0,0,0,2,-1,1,0,0,0,0
TJ Grant,10/1/2011,1,Lightweight,MALE,2,2,13,0,0,-5,15.5,0.166666667,0.323333333,0
Keith Wisniewski,10/1/2011,0,Welterweight,MALE,-4,-5,-22,1,3,1,-15.3,-1.1,-0.3,0
Joseph Sandoval,10/1/2011,0,Bantamweight,MALE,0,0,0,-4,-2.85826772,-2,0,0,0,0
Rampage Jackson,9/24/2011,0,Light Heavyweight,MALE,0,1,10,-3,-11,9,2.04166667,-0.5,-1.992222222,0
Josh Koscheck,9/24/2011,1,Welterweight,MALE,-5,-1,-10,1,0,-4,-3.875,-0.277777778,-1.427222222,0
Mark Hunt,9/24/2011,1,Heavyweight,MALE,0,0,-2,-6,-6,8,-15.5,-1,-2,0
Rob Broughton,9/24/2011,0,Heavyweight,MALE,-1,-1,-2,-4,-5,-1,47.66666667,5.666666667,-1,10
Takanori Gomi,9/24/2011,0,Lightweight,MALE,-7,-3,-24,-5,-6,7,-17.53846154,-1.153846154,-1.076923077,-15
Aaron Riley,9/24/2011,0,Lightweight,MALE,2,4,15,-3,-7,3,18.57142857,0.142857143,-1.675714286,0
Tim Boetsch,9/24/2011,1,Middleweight,MALE,2,3,9,0,0,-2,-22.92857143,-0.214285714,-2.285714286,0
Eddie Yagin,9/24/2011,0,Featherweight,MALE,-1,-2,-4,-2,-3.1023622,2,-12.33333333,-0.666666667,-0.333333333,0
Cole Escovedo,9/24/2011,0,Bantamweight,MALE,-1,0,-3,0,4,3,0.5,0,-2,0
Ricardo Romero,9/24/2011,0,Light Heavyweight,MALE,0,0,-1,-2,1,4,-4,0.5,-2.93,20
Jake Ellenberger,9/17/2011,1,Welterweight,MALE,3,0,4,-3,-1,-6,-28.5,0.6,-1.188,0
Dongi Yang,9/17/2011,0,Middleweight,MALE,-1,1,0,-1,-4,0,13,0,-2.7,15
